date,year,travelers,holiday
2020-03-01,2020,2089641.0,
2020-03-02,2020,1736393.0,
2020-03-03,2020,1877401.0,
2020-03-04,2020,2130015.0,
2020-03-05,2020,2198517.0,
2020-03-06,2020,1844811.0,
2020-03-07,2020,2119867.0,
2020-03-08,2020,1909363.0,
2020-03-09,2020,1617220.0,
2020-03-10,2020,1702686.0,
2020-03-11,2020,1788456.0,
2020-03-12,2020,1714372.0,
2020-03-13,2020,1485553.0,
2020-03-14,2020,1519192.0,
2020-03-15,2020,1257823.0,
2020-03-16,2020,953699.0,
2020-03-17,2020,779631.0,
2020-03-18,2020,620883.0,
2020-03-19,2020,593167.0,
2020-03-20,2020,548132.0,
2020-03-21,2020,454516.0,
2020-03-22,2020,331431.0,
2020-03-23,2020,279018.0,
2020-03-24,2020,239234.0,
2020-03-25,2020,203858.0,
2020-03-26,2020,199644.0,
2020-03-27,2020,184027.0,
2020-03-28,2020,180002.0,
2020-03-29,2020,154080.0,
2020-03-30,2020,146348.0,
2020-03-31,2020,136023.0,
2020-04-01,2020,124021.0,
2020-04-02,2020,129763.0,
2020-04-03,2020,118302.0,
2020-04-04,2020,122029.0,
2020-04-05,2020,108310.0,
2020-04-06,2020,97130.0,
2020-04-07,2020,94931.0,
2020-04-08,2020,104090.0,
2020-04-09,2020,108977.0,
2020-04-10,2020,93645.0,
2020-04-11,2020,90510.0,
2020-04-12,2020,102184.0,
2020-04-13,2020,87534.0,
2020-04-14,2020,90784.0,
2020-04-15,2020,95085.0,
2020-04-16,2020,106385.0,
2020-04-17,2020,97236.0,
2020-04-18,2020,105382.0,
2020-04-19,2020,99344.0,
2020-04-20,2020,92859.0,
2020-04-21,2020,98968.0,
2020-04-22,2020,111627.0,
2020-04-23,2020,123464.0,
2020-04-24,2020,114459.0,
2020-04-25,2020,128875.0,
2020-04-26,2020,119854.0,
2020-04-27,2020,110913.0,
2020-04-28,2020,119629.0,
2020-04-29,2020,154695.0,
2020-04-30,2020,171563.0,
2020-05-01,2020,134261.0,
2020-05-02,2020,170254.0,
2020-05-03,2020,163692.0,
2020-05-04,2020,130601.0,
2020-05-05,2020,140409.0,
2020-05-06,2020,190863.0,
2020-05-07,2020,215444.0,
2020-05-08,2020,169580.0,
2020-05-09,2020,200815.0,
2020-05-10,2020,215645.0,
2020-05-11,2020,163205.0,
2020-05-12,2020,176667.0,
2020-05-13,2020,234928.0,
2020-05-14,2020,250467.0,
2020-05-15,2020,250467.0,
2020-05-16,2020,193340.0,
2020-05-17,2020,253807.0,
2020-05-18,2020,244176.0,
2020-05-19,2020,190477.0,
2020-05-20,2020,230367.0,
2020-05-21,2020,318449.0,
2020-05-22,2020,348673.0,
2020-05-23,2020,253190.0,Memorial Day
2020-05-24,2020,267451.0,Memorial Day
2020-05-25,2020,340769.0,Memorial Day
2020-05-26,2020,264843.0,Memorial Day
2020-05-27,2020,261170.0,
2020-05-28,2020,321776.0,
2020-05-29,2020,327133.0,
2020-05-30,2020,268867.0,
2020-05-31,2020,352947.0,
2020-06-01,2020,353261.0,
2020-06-02,2020,267742.0,
2020-06-03,2020,304436.0,
2020-06-04,2020,391882.0,
2020-06-05,2020,419675.0,
2020-06-06,2020,353016.0,
2020-06-07,2020,441255.0,
2020-06-08,2020,430414.0,
2020-06-09,2020,338382.0,
2020-06-10,2020,386969.0,
2020-06-11,2020,502209.0,
2020-06-12,2020,519304.0,
2020-06-13,2020,437119.0,
2020-06-14,2020,544046.0,
2020-06-15,2020,534528.0,
2020-06-16,2020,417924.0,
2020-06-17,2020,441829.0,
2020-06-18,2020,576514.0,
2020-06-19,2020,587908.0,
2020-06-20,2020,507129.0,
2020-06-21,2020,590456.0,
2020-06-22,2020,607540.0,
2020-06-23,2020,471421.0,
2020-06-24,2020,494826.0,
2020-06-25,2020,623624.0,
2020-06-26,2020,632984.0,
2020-06-27,2020,546310.0,
2020-06-28,2020,633810.0,
2020-06-29,2020,625235.0,
2020-06-30,2020,500054.0,
2020-07-01,2020,626516.0,
2020-07-02,2020,764761.0,July 4th
2020-07-03,2020,718988.0,July 4th
2020-07-04,2020,466669.0,July 4th
2020-07-05,2020,732123.0,July 4th
2020-07-06,2020,755555.0,
2020-07-07,2020,641761.0,
2020-07-08,2020,632498.0,
2020-07-09,2020,709653.0,
2020-07-10,2020,711124.0,
2020-07-11,2020,656284.0,
2020-07-12,2020,754545.0,
2020-07-13,2020,697985.0,
2020-07-14,2020,540268.0,
2020-07-15,2020,589285.0,
2020-07-16,2020,706164.0,
2020-07-17,2020,720378.0,
2020-07-18,2020,646654.0,
2020-07-19,2020,747422.0,
2020-07-20,2020,695330.0,
2020-07-21,2020,530421.0,
2020-07-22,2020,570951.0,
2020-07-23,2020,704815.0,
2020-07-24,2020,724770.0,
2020-07-25,2020,649027.0,
2020-07-26,2020,751205.0,
2020-07-27,2020,700043.0,
2020-07-28,2020,536756.0,
2020-07-29,2020,573200.0,
2020-07-30,2020,718310.0,
2020-07-31,2020,767320.0,
2020-08-01,2020,709033.0,
2020-08-02,2020,799861.0,
2020-08-03,2020,737235.0,
2020-08-04,2020,543601.0,
2020-08-05,2020,595739.0,
2020-08-06,2020,743599.0,
2020-08-07,2020,762547.0,
2020-08-08,2020,683212.0,
2020-08-09,2020,831789.0,
2020-08-10,2020,761861.0,
2020-08-11,2020,559420.0,
2020-08-12,2020,590749.0,
2020-08-13,2020,761821.0,
2020-08-14,2020,783744.0,
2020-08-15,2020,689895.0,
2020-08-16,2020,862949.0,
2020-08-17,2020,773319.0,
2020-08-18,2020,565946.0,
2020-08-19,2020,586718.0,
2020-08-20,2020,772380.0,
2020-08-21,2020,764468.0,
2020-08-22,2020,625822.0,
2020-08-23,2020,841806.0,
2020-08-24,2020,726788.0,
2020-08-25,2020,523186.0,
2020-08-26,2020,540043.0,
2020-08-27,2020,721060.0,
2020-08-28,2020,738873.0,
2020-08-29,2020,591734.0,
2020-08-30,2020,807695.0,
2020-08-31,2020,711178.0,
2020-09-01,2020,516068.0,
2020-09-02,2020,578131.0,
2020-09-03,2020,877698.0,
2020-09-04,2020,968673.0,
2020-09-05,2020,664640.0,Labor Day
2020-09-06,2020,689630.0,Labor Day
2020-09-07,2020,935308.0,Labor Day
2020-09-08,2020,704075.0,Labor Day
2020-09-09,2020,616923.0,
2020-09-10,2020,755051.0,
2020-09-11,2020,731353.0,
2020-09-12,2020,613703.0,
2020-09-13,2020,809850.0,
2020-09-14,2020,729558.0,
2020-09-15,2020,522383.0,
2020-09-16,2020,577847.0,
2020-09-17,2020,784746.0,
2020-09-18,2020,812214.0,
2020-09-19,2020,638575.0,
2020-09-20,2020,847968.0,
2020-09-21,2020,769936.0,
2020-09-22,2020,549741.0,
2020-09-23,2020,608726.0,
2020-09-24,2020,826316.0,
2020-09-25,2020,826329.0,
2020-09-26,2020,659350.0,
2020-09-27,2020,873038.0,
2020-09-28,2020,797699.0,
2020-09-29,2020,568688.0,
2020-09-30,2020,634046.0,
2020-10-01,2020,855908.0,
2020-10-02,2020,857186.0,
2020-10-03,2020,677661.0,
2020-10-04,2020,900911.0,
2020-10-05,2020,816838.0,
2020-10-06,2020,590766.0,
2020-10-07,2020,668519.0,
2020-10-08,2020,936915.0,
2020-10-09,2020,968545.0,
2020-10-10,2020,769868.0,
2020-10-11,2020,984234.0,
2020-10-12,2020,958440.0,
2020-10-13,2020,680894.0,
2020-10-14,2020,717940.0,
2020-10-15,2020,950024.0,
2020-10-16,2020,973046.0,
2020-10-17,2020,788743.0,
2020-10-18,2020,1031505.0,
2020-10-19,2020,921031.0,
2020-10-20,2020,662484.0,
2020-10-21,2020,694150.0,
2020-10-22,2020,934386.0,
2020-10-23,2020,958437.0,
2020-10-24,2020,755287.0,
2020-10-25,2020,983745.0,
2020-10-26,2020,898735.0,
2020-10-27,2020,648517.0,
2020-10-28,2020,666957.0,
2020-10-29,2020,873636.0,
2020-10-30,2020,892712.0,
2020-10-31,2020,618476.0,
2020-11-01,2020,936092.0,
2020-11-02,2020,846138.0,
2020-11-03,2020,575829.0,
2020-11-04,2020,636533.0,
2020-11-05,2020,867105.0,
2020-11-06,2020,895091.0,
2020-11-07,2020,689951.0,
2020-11-08,2020,973020.0,
2020-11-09,2020,836600.0,
2020-11-10,2020,596475.0,
2020-11-11,2020,674633.0,
2020-11-12,2020,866679.0,
2020-11-13,2020,881579.0,
2020-11-14,2020,697360.0,
2020-11-15,2020,978297.0,
2020-11-16,2020,883157.0,
2020-11-17,2020,611497.0,
2020-11-18,2020,703135.0,
2020-11-19,2020,907332.0,
2020-11-20,2020,1019836.0,
2020-11-21,2020,984369.0,
2020-11-22,2020,1047934.0,
2020-11-23,2020,917354.0,
2020-11-24,2020,912090.0,Thanksgiving
2020-11-25,2020,1070967.0,Thanksgiving
2020-11-26,2020,560902.0,Thanksgiving
2020-11-27,2020,820399.0,Thanksgiving
2020-11-28,2020,964630.0,
2020-11-29,2020,1176091.0,
2020-11-30,2020,981912.0,
2020-12-01,2020,780283.0,
2020-12-02,2020,632356.0,
2020-12-03,2020,738050.0,
2020-12-04,2020,753951.0,
2020-12-05,2020,629430.0,
2020-12-06,2020,837137.0,
2020-12-07,2020,703546.0,
2020-12-08,2020,501513.0,
2020-12-09,2020,564372.0,
2020-12-10,2020,754307.0,
2020-12-11,2020,787489.0,
2020-12-12,2020,662380.0,
2020-12-13,2020,865014.0,
2020-12-14,2020,752451.0,
2020-12-15,2020,552024.0,
2020-12-16,2020,641966.0,
2020-12-17,2020,846934.0,
2020-12-18,2020,1066747.0,
2020-12-19,2020,1073563.0,
2020-12-20,2020,1064619.0,
2020-12-21,2020,954782.0,
2020-12-22,2020,992167.0,Christmas Eve
2020-12-23,2020,1191123.0,Christmas Eve
2020-12-24,2020,846520.0,Christmas Eve
2020-12-25,2020,616469.0,Christmas Day
2020-12-26,2020,1128773.0,Christmas Day
2020-12-27,2020,1284599.0,
2020-12-28,2020,1111751.0,
2020-12-29,2020,1019347.0,New Year's Eve
2020-12-30,2020,1163696.0,New Year's Eve
2020-12-31,2020,874406.0,New Year's Eve
2021-01-01,2021,805990.0,New Year's Day
2021-01-02,2021,1192881.0,New Year's Day
2021-01-03,2021,1327289.0,
2021-01-04,2021,1080346.0,
2021-01-05,2021,766594.0,
2021-01-06,2021,665855.0,
2021-01-07,2021,771734.0,
2021-01-08,2021,772471.0,
2021-01-09,2021,709444.0,
2021-01-10,2021,886536.0,
2021-01-11,2021,708177.0,
2021-01-12,2021,520117.0,
2021-01-13,2021,567401.0,
2021-01-14,2021,803688.0,
2021-01-15,2021,903039.0,
2021-01-16,2021,690438.0,
2021-01-17,2021,810654.0,
2021-01-18,2021,878048.0,
2021-01-19,2021,560190.0,
2021-01-20,2021,542338.0,
2021-01-21,2021,728978.0,
2021-01-22,2021,755028.0,
2021-01-23,2021,603527.0,
2021-01-24,2021,838116.0,
2021-01-25,2021,701709.0,
2021-01-26,2021,468933.0,
2021-01-27,2021,536935.0,
2021-01-28,2021,750558.0,
2021-01-29,2021,774688.0,
2021-01-30,2021,617489.0,
2021-01-31,2021,859039.0,
2021-02-01,2021,628989.0,
2021-02-02,2021,493338.0,
2021-02-03,2021,618615.0,
2021-02-04,2021,778065.0,
2021-02-05,2021,868624.0,
2021-02-06,2021,705951.0,
2021-02-07,2021,854636.0,
2021-02-08,2021,864783.0,
2021-02-09,2021,617619.0,
2021-02-10,2021,735009.0,
2021-02-11,2021,1034514.0,
2021-02-12,2021,1151420.0,
2021-02-13,2021,900696.0,
2021-02-14,2021,946458.0,
2021-02-15,2021,967693.0,
2021-02-16,2021,738825.0,
2021-02-17,2021,773422.0,
2021-02-18,2021,914823.0,
2021-02-19,2021,1059452.0,
2021-02-20,2021,942238.0,
2021-02-21,2021,1115479.0,
2021-02-22,2021,963280.0,
2021-02-23,2021,714725.0,
2021-02-24,2021,802230.0,
2021-02-25,2021,1051149.0,
2021-02-26,2021,1096348.0,
2021-02-27,2021,917282.0,
2021-02-28,2021,1190682.0,
2021-03-01,2021,1049692.0,
2021-03-02,2021,744812.0,
2021-03-03,2021,826924.0,
2021-03-04,2021,1107534.0,
2021-03-05,2021,1168734.0,
2021-03-06,2021,992406.0,
2021-03-07,2021,1278557.0,
2021-03-08,2021,1119303.0,
2021-03-09,2021,825745.0,
2021-03-10,2021,974221.0,
2021-03-11,2021,1286894.0,
2021-03-12,2021,1409771.0,
2021-03-13,2021,1227484.0,
2021-03-14,2021,1345284.0,
2021-03-15,2021,1267345.0,
2021-03-16,2021,1092548.0,
2021-03-17,2021,1146539.0,
2021-03-18,2021,1413141.0,
2021-03-19,2021,1477841.0,
2021-03-20,2021,1373259.0,
2021-03-21,2021,1543136.0,
2021-03-22,2021,1360290.0,
2021-03-23,2021,1076453.0,
2021-03-24,2021,1164954.0,
2021-03-25,2021,1444744.0,
2021-03-26,2021,1535156.0,
2021-03-27,2021,1408198.0,
2021-03-28,2021,1574228.0,
2021-03-29,2021,1406234.0,
2021-03-30,2021,1130520.0,
2021-03-31,2021,1278113.0,
2021-04-01,2021,1562239.0,
2021-04-02,2021,1580785.0,
2021-04-03,2021,1397958.0,
2021-04-04,2021,1543474.0,
2021-04-05,2021,1561959.0,
2021-04-06,2021,1195306.0,
2021-04-07,2021,1230939.0,
2021-04-08,2021,1510829.0,
2021-04-09,2021,1549181.0,
2021-04-10,2021,1378237.0,
2021-04-11,2021,1561495.0,
2021-04-12,2021,1468972.0,
2021-04-13,2021,1085034.0,
2021-04-14,2021,1152703.0,
2021-04-15,2021,1491435.0,
2021-04-16,2021,1468218.0,
2021-04-17,2021,1277815.0,
2021-04-18,2021,1572383.0,
2021-04-19,2021,1412500.0,
2021-04-20,2021,1082443.0,
2021-04-21,2021,1164099.0,
2021-04-22,2021,1509649.0,
2021-04-23,2021,1521393.0,
2021-04-24,2021,1259724.0,
2021-04-25,2021,1571220.0,
2021-04-26,2021,1369410.0,
2021-04-27,2021,1077199.0,
2021-04-28,2021,1184326.0,
2021-04-29,2021,1526681.0,
2021-04-30,2021,1558553.0,
2021-05-01,2021,1335535.0,
2021-05-02,2021,1626962.0,
2021-05-03,2021,1463672.0,
2021-05-04,2021,1134103.0,
2021-05-05,2021,1268938.0,
2021-05-06,2021,1644050.0,
2021-05-07,2021,1703267.0,
2021-05-08,2021,1429657.0,
2021-05-09,2021,1707805.0,
2021-05-10,2021,1657722.0,
2021-05-11,2021,1315493.0,
2021-05-12,2021,1424664.0,
2021-05-13,2021,1743515.0,
2021-05-14,2021,1716561.0,
